Customer,State,Gender,Education,Customer_Lifetime_Value,Income,Monthly Premium Auto,Number_of_Open_Complaints,Policy_Type,Vehicle_Class,Total_Claim_Amount
ON77827,Arizona,Female,Masters,279022.0,22974.0,71.0,1/0/00,Personal Auto,Four-Door Car,180.0
KP18988,Oregon,Female,High School or Below,2153133.0,0.0,101.0,1/0/00,Personal Auto,Four-Door Car,484.0
TI92884,Arizona,Male,Bachelors,1262283.0,61844.0,106.0,1/0/00,Personal Auto,Sports Car,508.0
JH73503,Arizona,Male,Doctorate,2017196.0,24804.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.0
YE97964,California,Female,Bachelors,1646436.0,27760.0,104.0,1/0/00,Personal Auto,SUV,302.0
VA30351,Oregon,Female,High School or Below,559538.0,74454.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.0
PV55726,Oregon,Female,Masters,417068.0,29462.0,107.0,1/1/00,Personal Auto,SUV,513.0
UC88305,Arizona,Female,High School or Below,266544.0,52266.0,68.0,1/0/00,Corporate Auto,Two-Door Car,141.0
TS53809,Oregon,Male,Bachelors,709891.0,0.0,70.0,1/0/00,Personal Auto,Two-Door Car,349.0
ZV32120,California,Male,Doctorate,397134.0,23599.0,103.0,1/0/00,Corporate Auto,SUV,494.0
FB80807,Oregon,Male,Bachelors,552821.0,36088.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.0
AS55677,California,Female,High School or Below,833899.0,70534.0,104.0,1/0/00,Personal Auto,Four-Door Car,54.0
WA15684,Oregon,Male,High School or Below,3844585.0,27398.0,125.0,1/1/00,Personal Auto,SUV,600.0
SA50567,Nevada,Male,Bachelors,544855.0,85296.0,68.0,1/0/00,Personal Auto,Four-Door Car,342.0
KJ31611,Arizona,Male,High School or Below,1080806.0,31063.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.0
VL37375,California,Male,Bachelors,618509.0,0.0,92.0,1/0/00,Personal Auto,Two-Door Car,1027.0
KN21017,Nevada,Male,High School or Below,320822.0,52367.0,81.0,1/0/00,Personal Auto,Four-Door Car,275.0
PX44289,Arizona,Male,High School or Below,548010.0,58651.0,71.0,1/0/00,Personal Auto,Four-Door Car,472.0
AM97901,Nevada,Female,High School or Below,2298615.0,84831.0,192.0,1/0/00,Special Auto,Sports Car,1336.0
RE42925,Oregon,Male,Bachelors,1310792.0,49088.0,114.0,1/1/00,Corporate Auto,SUV,547.0
TR81766,California,Female,High School or Below,746292.0,70263.0,93.0,1/0/00,Corporate Auto,Two-Door Car,7.0
CH85057,Oregon,Female,Doctorate,1146399.0,45354.0,285.0,1/0/00,Personal Auto,Luxury SUV,540.0
UP71482,Arizona,Male,High School or Below,723613.0,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,383.0
EG40670,California,Female,Bachelors,623268.0,28334.0,83.0,1/0/00,Special Auto,Four-Door Car,537.0
HV83672,Oregon,Female,Bachelors,2839332.0,38772.0,90.0,1/0/00,Personal Auto,Four-Door Car,321.0
MG10140,Oregon,Female,High School or Below,374675.0,41479.0,94.0,1/1/00,Personal Auto,Two-Door Car,19.0
TC44716,California,Male,Bachelors,2156933.0,23909.0,119.0,1/0/00,Personal Auto,SUV,571.0
QO65264,California,Male,High School or Below,501208.0,48328.0,63.0,1/0/00,Personal Auto,Two-Door Car,108.0
EB66698,California,Male,High School or Below,337185.0,86689.0,85.0,1/0/00,Corporate Auto,Two-Door Car,408.0
OT52034,California,Male,Bachelors,386477.0,24204.0,99.0,1/1/00,Personal Auto,Four-Door Car,707.0
CH85444,Oregon,Male,High School or Below,414571.0,25943.0,110.0,1/0/00,Corporate Auto,Two-Door Car,1067.0
PU85769,California,Male,High School or Below,515607.0,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,807.0
UI73201,California,Male,High School or Below,366737.0,62375.0,92.0,1/0/00,Personal Auto,Two-Door Car,618.0
SL50592,California,Female,High School or Below,783568.0,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,404.0
XP11075,Arizona,Male,Bachelors,1456726.0,0.0,148.0,1/0/00,Personal Auto,SUV,710.0
SI31236,Oregon,Male,Bachelors,1017133.0,70200.0,65.0,1/0/00,Corporate Auto,Four-Door Car,312.0
JN26745,Nevada,Female,Bachelors,413577.0,0.0,112.0,1/0/00,Special Auto,Four-Door Car,707.0
VK48036,Oregon,Female,High School or Below,551149.0,79027.0,70.0,1/0/00,Corporate Auto,Four-Door Car,336.0
JX76668,Washington,Female,High School or Below,1131424.0,62935.0,141.0,1/0/00,Personal Auto,Sports Car,232.0
DS45802,California,Female,High School or Below,541461.0,26893.0,68.0,1/0/00,Personal Auto,Four-Door Car,68.0
OA96690,Oregon,Female,High School or Below,742159.0,47406.0,94.0,1/1/00,Personal Auto,Four-Door Car,287.0
EM27919,California,Male,Bachelors,445811.0,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
QO41043,Oregon,Female,High School or Below,1447612.0,27572.0,124.0,1/0/00,Corporate Auto,SUV,595.0
OV50124,Oregon,Female,High School or Below,493688.0,0.0,72.0,1/2/00,Personal Auto,Two-Door Car,391.0
PR31642,Oregon,Female,Bachelors,452527.0,32802.0,114.0,1/0/00,Personal Auto,SUV,547.0
BU41599,Washington,Female,Masters,558176.0,62739.0,70.0,1/0/00,Personal Auto,Two-Door Car,239.0
TK30357,California,Female,Bachelors,1413434.0,90844.0,118.0,1/0/00,Personal Auto,SUV,232.0
NF31087,Nevada,Female,High School or Below,2472318.0,44685.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.0
NH16984,California,Female,Bachelors,283806.0,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,336.0
OS75493,California,Female,High School or Below,384848.0,42589.0,98.0,1/0/00,Corporate Auto,Four-Door Car,470.0
VT63298,Oregon,Male,Bachelors,1950447.0,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.0
QS75550,Washington,Female,High School or Below,248004.0,93383.0,62.0,1/0/00,Corporate Auto,Two-Door Car,244.0
SZ16483,Arizona,Female,High School or Below,436137.0,79583.0,109.0,1/2/00,Personal Auto,Four-Door Car,523.0
VM92311,Arizona,Female,High School or Below,252907.0,89129.0,64.0,1/0/00,Personal Auto,Four-Door Car,328.0
NJ46849,Arizona,Male,High School or Below,250444.0,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,496.0
WZ31900,Oregon,Female,Bachelors,864970.0,94389.0,107.0,1/0/00,Corporate Auto,SUV,85.0
RG30482,Oregon,Female,High School or Below,1366835.0,0.0,197.0,1/0/00,Personal Auto,SUV,1418.0
ZM86949,Oregon,Female,High School or Below,2063508.0,84106.0,64.0,1/0/00,Personal Auto,Two-Door Car,334.0
QQ39596,Arizona,Female,High School or Below,251753.0,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,42.0
FH51383,California,Female,High School or Below,532667.0,76717.0,66.0,1/0/00,Personal Auto,Two-Door Car,300.0
BJ53923,Arizona,Male,High School or Below,260027.0,51978.0,66.0,1/0/00,Corporate Auto,Four-Door Car,144.0
CZ96653,Oregon,Female,Bachelors,853479.0,47325.0,107.0,1/0/00,Personal Auto,SUV,64.0
FB23788,Oregon,Male,High School or Below,882883.0,86721.0,111.0,1/0/00,Corporate Auto,SUV,532.0
NT43594,Nevada,Female,Bachelors,224844.0,24910.0,63.0,1/1/00,Personal Auto,Four-Door Car,347.0
RJ85627,Washington,Female,Bachelors,1230276.0,43817.0,62.0,1/1/00,Personal Auto,Four-Door Car,245.0
KJ86296,Oregon,Male,High School or Below,455659.0,0.0,73.0,1/2/00,Personal Auto,Four-Door Car,525.0
PI47776,Oregon,Female,Bachelors,253070.0,89451.0,63.0,1/0/00,Corporate Auto,Four-Door Car,61.0
MD73554,California,Male,High School or Below,525198.0,59537.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.0
UX92071,Oregon,Male,High School or Below,674311.0,0.0,199.0,1/0/00,Personal Auto,Luxury SUV,955.0
YG44474,Oregon,Male,High School or Below,1401472.0,54193.0,117.0,1/0/00,Corporate Auto,SUV,720.0
UH45301,Oregon,Male,High School or Below,943891.0,86946.0,118.0,1/0/00,Personal Auto,Four-Door Car,340.0
RY92647,California,Female,Bachelors,1050677.0,0.0,92.0,1/0/00,Personal Auto,Four-Door Car,546.0
IK12620,Arizona,Female,High School or Below,421391.0,12160.0,109.0,1/0/00,Personal Auto,Four-Door Car,489.0
GQ66762,California,Male,High School or Below,477368.0,33701.0,63.0,1/0/00,Personal Auto,Four-Door Car,171.0
YT69858,Washington,Female,Bachelors,544142.0,85702.0,67.0,1/0/00,Personal Auto,Two-Door Car,249.0
XD85577,California,Male,Bachelors,284226.0,69417.0,73.0,1/1/00,Personal Auto,Four-Door Car,30.0
TM65736,Oregon,Male,Masters,305955.0,38644.0,78.0,1/1/00,Personal Auto,Four-Door Car,361.0
VJ51327,California,Female,High School or Below,2031499.0,63209.0,102.0,1/2/00,Personal Auto,SUV,207.0
GS98873,Arizona,Female,Bachelors,323912.0,16061.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.0
CW49887,California,Female,Masters,462680.0,79487.0,114.0,1/0/00,Special Auto,SUV,547.0
MY31220,California,Female,High School or Below,899704.0,54230.0,112.0,1/0/00,Personal Auto,Two-Door Car,537.0
